activity_uuid,user_id,external_activity_id,abandoned,historical_completion_rate,historical_abandonment_rate,historical_avg_pause_count,historical_avg_duration,difficulty_level,activity_abandonment_rate,avg_pauses_activity,hour_of_day,day_of_week,days_since_last_activity,avg_days_between_sessions,current_pause_count,cluster_completion_rate,cluster_abandonment_rate,avg_frustration,avg_visual_fatigue,distraction_events_per_hour
act_1024_1868,1024,102,0,0.8548,0.1452,2.2742,3956.9355,3,0.3245,4.6546,8,5,0,3,2,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1841,1024,103,0,0.8548,0.1452,2.2742,3956.9355,1,0.3628,4.7655,9,2,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1843,1024,108,0,0.8548,0.1452,2.2742,3956.9355,4,0.3287,4.6322,9,2,0,3,2,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1839,1024,105,1,0.8548,0.1452,2.2742,3956.9355,2,0.3338,4.6718,9,2,0,3,2,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1840,1024,101,0,0.8548,0.1452,2.2742,3956.9355,1,0.3567,4.7353,9,2,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1844,1024,107,0,0.8548,0.1452,2.2742,3956.9355,3,0.3758,4.7893,9,2,0,3,1,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1838,1024,102,0,0.8548,0.1452,2.2742,3956.9355,3,0.3245,4.6546,9,2,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1842,1024,106,0,0.8548,0.1452,2.2742,3956.9355,2,0.3516,4.8132,8,2,0,3,2,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1848,1024,106,1,0.8548,0.1452,2.2742,3956.9355,2,0.3516,4.8132,9,5,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1849,1024,102,0,0.8548,0.1452,2.2742,3956.9355,3,0.3245,4.6546,9,5,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1845,1024,104,0,0.8548,0.1452,2.2742,3956.9355,2,0.3437,4.8056,9,5,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1846,1024,108,0,0.8548,0.1452,2.2742,3956.9355,4,0.3287,4.6322,9,5,0,3,1,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1847,1024,101,0,0.8548,0.1452,2.2742,3956.9355,1,0.3567,4.7353,8,5,0,3,2,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1819,1024,107,0,0.8548,0.1452,2.2742,3956.9355,3,0.3758,4.7893,9,4,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1818,1024,106,1,0.8548,0.1452,2.2742,3956.9355,2,0.3516,4.8132,9,4,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1820,1024,104,0,0.8548,0.1452,2.2742,3956.9355,2,0.3437,4.8056,9,4,0,3,2,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1823,1024,108,0,0.8548,0.1452,2.2742,3956.9355,4,0.3287,4.6322,9,4,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1817,1024,105,0,0.8548,0.1452,2.2742,3956.9355,2,0.3338,4.6718,9,4,0,3,1,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1824,1024,107,0,0.8548,0.1452,2.2742,3956.9355,3,0.3758,4.7893,9,4,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1826,1024,101,0,0.8548,0.1452,2.2742,3956.9355,1,0.3567,4.7353,9,4,0,3,1,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1821,1024,102,0,0.8548,0.1452,2.2742,3956.9355,3,0.3245,4.6546,9,4,0,3,2,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1825,1024,106,0,0.8548,0.1452,2.2742,3956.9355,2,0.3516,4.8132,9,4,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1816,1024,101,0,0.8548,0.1452,2.2742,3956.9355,1,0.3567,4.7353,9,4,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1822,1024,103,0,0.8548,0.1452,2.2742,3956.9355,1,0.3628,4.7655,8,4,0,3,2,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1815,1024,108,0,0.8548,0.1452,2.2742,3956.9355,4,0.3287,4.6322,8,4,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1828,1024,102,0,0.8548,0.1452,2.2742,3956.9355,3,0.3245,4.6546,9,3,0,3,1,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1831,1024,106,0,0.8548,0.1452,2.2742,3956.9355,2,0.3516,4.8132,9,3,0,3,1,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1827,1024,108,0,0.8548,0.1452,2.2742,3956.9355,4,0.3287,4.6322,9,3,0,3,1,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1832,1024,101,0,0.8548,0.1452,2.2742,3956.9355,1,0.3567,4.7353,9,3,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1829,1024,105,0,0.8548,0.1452,2.2742,3956.9355,2,0.3338,4.6718,8,3,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1830,1024,104,0,0.8548,0.1452,2.2742,3956.9355,2,0.3437,4.8056,8,3,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1855,1024,108,0,0.8548,0.1452,2.2742,3956.9355,4,0.3287,4.6322,9,7,0,3,2,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1851,1024,107,0,0.8548,0.1452,2.2742,3956.9355,3,0.3758,4.7893,9,7,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1852,1024,104,1,0.8548,0.1452,2.2742,3956.9355,2,0.3437,4.8056,9,7,0,3,2,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1854,1024,101,0,0.8548,0.1452,2.2742,3956.9355,1,0.3567,4.7353,9,7,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1853,1024,102,1,0.8548,0.1452,2.2742,3956.9355,3,0.3245,4.6546,9,7,0,3,1,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1850,1024,103,0,0.8548,0.1452,2.2742,3956.9355,1,0.3628,4.7655,8,7,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1860,1024,108,1,0.8548,0.1452,2.2742,3956.9355,4,0.3287,4.6322,9,4,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1861,1024,105,0,0.8548,0.1452,2.2742,3956.9355,2,0.3338,4.6718,9,4,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1857,1024,104,0,0.8548,0.1452,2.2742,3956.9355,2,0.3437,4.8056,9,4,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1862,1024,103,1,0.8548,0.1452,2.2742,3956.9355,1,0.3628,4.7655,9,4,0,3,1,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1859,1024,101,0,0.8548,0.1452,2.2742,3956.9355,1,0.3567,4.7353,9,4,0,3,1,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1863,1024,102,0,0.8548,0.1452,2.2742,3956.9355,3,0.3245,4.6546,9,4,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1856,1024,107,0,0.8548,0.1452,2.2742,3956.9355,3,0.3758,4.7893,8,4,0,3,3,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1024_1858,1024,106,0,0.8548,0.1452,2.2742,3956.9355,2,0.3516,4.8132,8,4,0,3,1,0.7733530120849609,0.22664698791503912,0.19374076018806632,0.3466,0.0278
act_1025_1966,1025,102,0,0.898,0.102,2.0408,1435.2857,3,0.3245,4.6546,9,3,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1965,1025,104,1,0.898,0.102,2.0408,1435.2857,2,0.3437,4.8056,9,3,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1969,1025,106,0,0.898,0.102,2.0408,1435.2857,2,0.3516,4.8132,9,3,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1968,1025,105,0,0.898,0.102,2.0408,1435.2857,2,0.3338,4.6718,9,3,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1967,1025,103,0,0.898,0.102,2.0408,1435.2857,1,0.3628,4.7655,9,3,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1899,1025,106,0,0.898,0.102,2.0408,1435.2857,2,0.3516,4.8132,9,7,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1897,1025,104,0,0.898,0.102,2.0408,1435.2857,2,0.3437,4.8056,9,7,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1964,1025,103,0,0.898,0.102,2.0408,1435.2857,1,0.3628,4.7655,9,7,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1891,1025,106,0,0.898,0.102,2.0408,1435.2857,2,0.3516,4.8132,9,7,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1903,1025,105,0,0.898,0.102,2.0408,1435.2857,2,0.3338,4.6718,9,7,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1962,1025,102,1,0.898,0.102,2.0408,1435.2857,3,0.3245,4.6546,9,7,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1896,1025,107,1,0.898,0.102,2.0408,1435.2857,3,0.3758,4.7893,9,7,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1890,1025,101,0,0.898,0.102,2.0408,1435.2857,1,0.3567,4.7353,9,7,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1960,1025,101,0,0.898,0.102,2.0408,1435.2857,1,0.3567,4.7353,9,7,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1898,1025,102,0,0.898,0.102,2.0408,1435.2857,3,0.3245,4.6546,9,7,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1893,1025,102,0,0.898,0.102,2.0408,1435.2857,3,0.3245,4.6546,9,7,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1961,1025,104,0,0.898,0.102,2.0408,1435.2857,2,0.3437,4.8056,9,7,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1900,1025,103,0,0.898,0.102,2.0408,1435.2857,1,0.3628,4.7655,9,7,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1959,1025,108,0,0.898,0.102,2.0408,1435.2857,4,0.3287,4.6322,9,7,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1902,1025,108,0,0.898,0.102,2.0408,1435.2857,4,0.3287,4.6322,8,7,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1901,1025,101,0,0.898,0.102,2.0408,1435.2857,1,0.3567,4.7353,8,7,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1892,1025,105,0,0.898,0.102,2.0408,1435.2857,2,0.3338,4.6718,8,7,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1895,1025,104,0,0.898,0.102,2.0408,1435.2857,2,0.3437,4.8056,8,7,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1894,1025,107,0,0.898,0.102,2.0408,1435.2857,3,0.3758,4.7893,8,7,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1963,1025,107,0,0.898,0.102,2.0408,1435.2857,3,0.3758,4.7893,8,7,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1888,1025,106,0,0.898,0.102,2.0408,1435.2857,2,0.3516,4.8132,9,6,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1886,1025,104,0,0.898,0.102,2.0408,1435.2857,2,0.3437,4.8056,9,6,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1885,1025,107,1,0.898,0.102,2.0408,1435.2857,3,0.3758,4.7893,9,6,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1887,1025,102,0,0.898,0.102,2.0408,1435.2857,3,0.3245,4.6546,9,6,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1889,1025,108,0,0.898,0.102,2.0408,1435.2857,4,0.3287,4.6322,9,6,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1910,1025,107,0,0.898,0.102,2.0408,1435.2857,3,0.3758,4.7893,9,6,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1917,1025,108,0,0.898,0.102,2.0408,1435.2857,4,0.3287,4.6322,9,6,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1939,1025,107,0,0.898,0.102,2.0408,1435.2857,3,0.3758,4.7893,9,6,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1933,1025,104,0,0.898,0.102,2.0408,1435.2857,2,0.3437,4.8056,9,6,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1935,1025,101,0,0.898,0.102,2.0408,1435.2857,1,0.3567,4.7353,9,6,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1934,1025,103,0,0.898,0.102,2.0408,1435.2857,1,0.3628,4.7655,9,6,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1916,1025,101,0,0.898,0.102,2.0408,1435.2857,1,0.3567,4.7353,9,6,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1912,1025,102,0,0.898,0.102,2.0408,1435.2857,3,0.3245,4.6546,9,6,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1938,1025,106,0,0.898,0.102,2.0408,1435.2857,2,0.3516,4.8132,9,6,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1914,1025,103,0,0.898,0.102,2.0408,1435.2857,1,0.3628,4.7655,9,6,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1913,1025,104,0,0.898,0.102,2.0408,1435.2857,2,0.3437,4.8056,9,6,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1911,1025,106,0,0.898,0.102,2.0408,1435.2857,2,0.3516,4.8132,9,6,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1915,1025,105,0,0.898,0.102,2.0408,1435.2857,2,0.3338,4.6718,9,6,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1937,1025,105,0,0.898,0.102,2.0408,1435.2857,2,0.3338,4.6718,9,6,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1936,1025,102,1,0.898,0.102,2.0408,1435.2857,3,0.3245,4.6546,8,6,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1940,1025,108,0,0.898,0.102,2.0408,1435.2857,4,0.3287,4.6322,8,6,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1946,1025,107,0,0.898,0.102,2.0408,1435.2857,3,0.3758,4.7893,9,4,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1943,1025,102,0,0.898,0.102,2.0408,1435.2857,3,0.3245,4.6546,9,4,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1945,1025,105,0,0.898,0.102,2.0408,1435.2857,2,0.3338,4.6718,9,4,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1944,1025,108,0,0.898,0.102,2.0408,1435.2857,4,0.3287,4.6322,9,4,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1941,1025,104,0,0.898,0.102,2.0408,1435.2857,2,0.3437,4.8056,9,4,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1942,1025,106,0,0.898,0.102,2.0408,1435.2857,2,0.3516,4.8132,8,4,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1971,1025,104,0,0.898,0.102,2.0408,1435.2857,2,0.3437,4.8056,9,3,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1973,1025,106,1,0.898,0.102,2.0408,1435.2857,2,0.3516,4.8132,9,3,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1970,1025,105,0,0.898,0.102,2.0408,1435.2857,2,0.3338,4.6718,8,3,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1974,1025,107,0,0.898,0.102,2.0408,1435.2857,3,0.3758,4.7893,8,3,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1972,1025,103,0,0.898,0.102,2.0408,1435.2857,1,0.3628,4.7655,8,3,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1884,1025,105,1,0.898,0.102,2.0408,1435.2857,2,0.3338,4.6718,9,2,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1924,1025,103,0,0.898,0.102,2.0408,1435.2857,1,0.3628,4.7655,9,2,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1877,1025,102,0,0.898,0.102,2.0408,1435.2857,3,0.3245,4.6546,9,2,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1920,1025,104,0,0.898,0.102,2.0408,1435.2857,2,0.3437,4.8056,9,2,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1878,1025,107,0,0.898,0.102,2.0408,1435.2857,3,0.3758,4.7893,9,2,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1881,1025,104,1,0.898,0.102,2.0408,1435.2857,2,0.3437,4.8056,9,2,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1922,1025,102,0,0.898,0.102,2.0408,1435.2857,3,0.3245,4.6546,9,2,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1923,1025,108,0,0.898,0.102,2.0408,1435.2857,4,0.3287,4.6322,9,2,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1883,1025,106,0,0.898,0.102,2.0408,1435.2857,2,0.3516,4.8132,9,2,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1919,1025,107,0,0.898,0.102,2.0408,1435.2857,3,0.3758,4.7893,9,2,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1882,1025,103,0,0.898,0.102,2.0408,1435.2857,1,0.3628,4.7655,9,2,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1918,1025,106,1,0.898,0.102,2.0408,1435.2857,2,0.3516,4.8132,9,2,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1879,1025,101,0,0.898,0.102,2.0408,1435.2857,1,0.3567,4.7353,9,2,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1880,1025,108,0,0.898,0.102,2.0408,1435.2857,4,0.3287,4.6322,8,2,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1921,1025,105,0,0.898,0.102,2.0408,1435.2857,2,0.3338,4.6718,8,2,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1932,1025,108,0,0.898,0.102,2.0408,1435.2857,4,0.3287,4.6322,9,7,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1929,1025,107,0,0.898,0.102,2.0408,1435.2857,3,0.3758,4.7893,9,7,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1931,1025,101,1,0.898,0.102,2.0408,1435.2857,1,0.3567,4.7353,9,7,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1927,1025,102,0,0.898,0.102,2.0408,1435.2857,3,0.3245,4.6546,9,7,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1930,1025,106,0,0.898,0.102,2.0408,1435.2857,2,0.3516,4.8132,9,7,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1925,1025,105,0,0.898,0.102,2.0408,1435.2857,2,0.3338,4.6718,9,7,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1926,1025,103,0,0.898,0.102,2.0408,1435.2857,1,0.3628,4.7655,9,7,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1928,1025,104,0,0.898,0.102,2.0408,1435.2857,2,0.3437,4.8056,8,7,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1947,1025,106,0,0.898,0.102,2.0408,1435.2857,2,0.3516,4.8132,9,5,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1951,1025,101,0,0.898,0.102,2.0408,1435.2857,1,0.3567,4.7353,9,5,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1948,1025,103,0,0.898,0.102,2.0408,1435.2857,1,0.3628,4.7655,9,5,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1949,1025,104,0,0.898,0.102,2.0408,1435.2857,2,0.3437,4.8056,9,5,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1950,1025,108,0,0.898,0.102,2.0408,1435.2857,4,0.3287,4.6322,8,5,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1954,1025,105,0,0.898,0.102,2.0408,1435.2857,2,0.3338,4.6718,9,4,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1957,1025,103,0,0.898,0.102,2.0408,1435.2857,1,0.3628,4.7655,9,4,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1955,1025,106,0,0.898,0.102,2.0408,1435.2857,2,0.3516,4.8132,9,4,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1956,1025,101,0,0.898,0.102,2.0408,1435.2857,1,0.3567,4.7353,9,4,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1952,1025,102,0,0.898,0.102,2.0408,1435.2857,3,0.3245,4.6546,8,4,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1958,1025,108,0,0.898,0.102,2.0408,1435.2857,4,0.3287,4.6322,8,4,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1953,1025,107,0,0.898,0.102,2.0408,1435.2857,3,0.3758,4.7893,8,4,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1905,1025,107,0,0.898,0.102,2.0408,1435.2857,3,0.3758,4.7893,9,2,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1906,1025,104,0,0.898,0.102,2.0408,1435.2857,2,0.3437,4.8056,9,2,0,3,2,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1907,1025,102,0,0.898,0.102,2.0408,1435.2857,3,0.3245,4.6546,9,2,0,3,1,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1904,1025,101,0,0.898,0.102,2.0408,1435.2857,1,0.3567,4.7353,9,2,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1908,1025,103,0,0.898,0.102,2.0408,1435.2857,1,0.3628,4.7655,9,2,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1025_1909,1025,106,0,0.898,0.102,2.0408,1435.2857,2,0.3516,4.8132,8,2,0,3,3,0.7737769708243821,0.22622302917561787,0.20701955610863057,0.3464,0.0994
act_1026_1982,1026,107,0,0.726,0.274,4.5205,5907.4521,3,0.3758,4.7893,9,3,0,3,6,0.7054799059101582,0.2945200940898418,0.3130329055548677,0.3513,0.0416
act_1026_1981,1026,102,0,0.726,0.274,4.5205,5907.4521,3,0.3245,4.6546,9,3,0,3,6,0.7054799059101582,0.2945200940898418,0.3130329055548677,0.3513,0.0416
act_1026_1979,1026,101,1,0.726,0.274,4.5205,5907.4521,1,0.3567,4.7353,9,3,0,3,4,0.7054799059101582,0.2945200940898418,0.3130329055548677,0.3513,0.0416
act_1026_1980,1026,106,1,0.726,0.274,4.5205,5907.4521,2,0.3516,4.8132,8,3,0,3,5,0.7054799059101582,0.2945200940898418,0.3130329055548677,0.3513,0.0416
